DeltaRight, ThetaRight, AlphaRight, BetaRight, GammaRight, DeltaLeft, ThetaLeft, AlphaLeft, BetaLeft, GammaLeft, DeltaForward, ThetaForward, AlphaForward, BetaForward, GammaForward, DeltaBack, ThetaBack, AlphaBack, BetaBack, GammaBack, Direction
4202,2427,735,162,564,3912,2490,758,167,574,4052,2533,777,176,640,3933,2465,753,164,629,Backward
4342,2443,731,164,564,3933,2495,755,167,574,4235,2532,774,172,640,3934,2473,750,165,629,Right
2309,2240,901,573,504,1830,2245,934,590,522,2297,2335,987,623,574,1979,2333,951,606,556,Right
1816,2308,869,561,503,1539,2301,889,569,520,1750,2388,934,597,571,1572,2394,911,590,554,Right
1876,2297,869,556,502,1520,2291,894,567,520,1758,2379,940,598,571,1582,2385,915,586,554,Right
2071,2333,1105,564,579,1749,2353,1126,574,603,2162,2433,1158,604,658,1875,2414,1132,593,636,Right
5389,4826,2979,734,1007,4895,4947,3077,774,1035,4882,4982,3169,824,1148,5017,4848,3070,809,1121,Left
5158,5340,3271,735,1337,4812,5475,3361,794,1350,4885,5515,3444,861,1482,4889,5345,3331,841,1456,Left
5153,5304,3112,736,1420,4923,5401,3193,794,1426,4957,5423,3279,864,1567,5014,5283,3177,845,1545,Left
5532,5405,3042,791,1501,5313,5447,3119,846,1500,5486,5437,3206,911,1645,5374,5359,3104,898,1624,Left
4560,4138,2827,819,1398,4425,4173,2861,898,1397,4757,4198,2910,981,1537,4479,4109,2889,975,1522,Left
3902,2311,1425,531,1129,3508,2362,1487,548,1126,3692,2396,1528,572,1240,3684,2351,1483,559,1231,Left
4297,3377,1642,517,872,3968,3457,1703,544,871,4261,3481,1741,570,967,3920,3405,1689,554,958,Forward
4322,3366,1622,509,852,3974,3446,1674,531,854,4244,3470,1707,553,953,3957,3397,1658,536,946,Forward
4286,3274,1641,490,820,4009,3333,1698,512,829,4139,3340,1730,526,927,3995,3284,1669,504,916,Forward
4406,3192,1541,464,572,4018,3252,1585,482,574,4237,3261,1609,491,642,4061,3202,1557,476,639,Forward
4254,3220,1534,463,572,3978,3278,1593,481,574,4277,3288,1625,489,642,3929,3230,1560,474,639,Forward
2425,467,163,59,21,2653,470,166,62,21,2977,472,170,64,22,2469,478,173,66,23,Forward
633,144,96,36,14,358,142,95,35,14,683,141,96,34,14,305,141,98,35,14,Forward
504,92,59,28,36,166,89,58,29,30,488,86,59,33,24,167,88,62,34,22,Forward
566,206,195,104,267,240,226,218,122,270,576,236,230,133,289,250,215,212,125,281,Forward
1174,536,274,209,687,816,522,325,208,715,1154,513,377,234,784,860,472,399,253,760,Forward
1243,801,441,425,1154,948,831,497,435,1195,1260,844,540,453,1320,1080,778,526,451,1285,Forward
1460,1272,689,623,1604,1041,1299,662,599,1697,1162,1315,714,627,1888,1038,1250,756,646,1840,Forward
1442,1593,806,768,2109,1281,1551,715,739,2204,1368,1503,739,758,2461,1308,1421,760,729,2411,Backward
1682,1855,879,788,2289,1533,1862,824,768,2364,1457,1833,870,777,2636,1640,1694,873,748,2586,Backward
2160,2299,860,825,2278,2165,2302,773,815,2359,2184,2278,747,840,2647,2239,2187,754,825,2603,Backward
2964,2634,1009,829,2181,2938,2631,968,838,2269,2928,2604,949,851,2552,2840,2517,931,815,2508,Backward
3309,2632,861,860,2027,3365,2665,768,849,2110,3382,2681,736,868,2368,3131,2642,684,844,2331,Backward
3296,2494,779,694,1943,3189,2585,861,756,1951,3325,2646,919,803,2139,3111,2655,891,777,2089,Backward
3333,2135,912,564,1404,2957,2195,936,586,1432,3091,2223,947,599,1596,2981,2179,910,574,1569,Backward
3598,1958,871,516,1157,3216,1999,895,532,1181,3389,2009,902,539,1313,3211,1967,884,518,1291,Backward
2894,1381,533,393,863,2809,1410,559,411,877,3034,1420,562,423,978,2677,1394,546,406,963,Backward
2203,1006,435,278,597,2082,1023,459,280,606,2335,1040,470,281,685,1932,1031,466,271,679,Backward
2187,978,997,457,813,2235,978,1014,452,830,2475,963,1018,455,922,2115,967,993,433,905,Backward
4562,2192,1606,494,1158,4642,2264,1711,525,1195,4767,2301,1778,556,1336,4496,2273,1759,547,1314,Backward
6265,3318,1791,684,1331,6342,3442,1881,705,1371,6395,3507,1938,728,1542,6286,3420,1914,714,1518,Backward
7777,4699,1913,626,1547,7320,4828,1979,635,1589,7457,4898,2023,651,1781,7381,4840,1976,629,1753,Right
7377,5023,1766,732,1415,7086,5096,1830,729,1463,7185,5125,1873,733,1640,7133,5063,1817,719,1618,Right
8004,3435,1497,463,908,7476,3510,1538,478,928,7257,3543,1560,489,1031,7624,3470,1502,472,1011,Right
6357,1701,775,346,474,5921,1645,712,295,480,5633,1584,662,248,511,6102,1533,609,219,492,Right
1504,242,119,103,146,1000,243,131,112,148,1229,247,138,117,163,1164,246,134,111,161,Right
1014,354,361,290,563,668,350,382,316,577,985,347,398,334,635,686,325,377,324,622,Right
1178,658,382,368,1069,882,633,367,397,1098,1189,619,390,438,1205,895,591,396,447,1176,Right
1187,563,650,575,1661,1022,519,641,648,1701,1308,504,664,724,1871,978,466,675,722,1825,Right
1274,746,701,697,1954,1050,662,678,712,2014,1220,626,730,772,2227,980,592,740,765,2176,Right
1078,754,607,788,2313,944,674,628,806,2386,1049,699,763,898,2639,896,709,868,921,2575,Right
1185,657,877,873,2590,1170,694,943,886,2663,1155,734,1053,968,2948,1003,748,1068,970,2892,Right
999,646,789,777,2722,966,657,963,751,2769,998,755,1135,808,3037,953,786,1194,838,2963,Right
734,459,704,690,2638,787,576,905,750,2698,913,706,1101,857,2963,925,775,1159,883,2884,Left
2203,1502,778,579,2617,1962,1568,981,639,2680,1868,1632,1160,752,2949,2152,1591,1201,792,2873,Left
2555,1847,1154,647,2367,2620,1868,1239,694,2405,2776,1896,1332,773,2639,2637,1888,1336,783,2571,Left
3106,1856,846,452,1993,3051,1885,912,505,2050,3234,1922,967,601,2262,3051,1895,956,631,2200,Left
3198,1869,836,449,1770,2918,1897,888,511,1813,3212,1912,939,580,1991,3031,1878,927,587,1941,Left
4984,3540,1427,428,949,4839,3607,1487,450,969,4810,3614,1511,468,1074,4863,3528,1443,446,1054,Forward
4433,3418,1411,381,551,4361,3458,1441,378,560,4601,3451,1447,377,619,4281,3400,1408,376,609,Forward
4485,3319,1359,335,546,4209,3375,1399,346,557,4332,3380,1409,354,617,4232,3316,1368,341,606,Forward
4562,3345,1367,348,615,4102,3384,1411,366,630,4380,3378,1423,379,695,4131,3332,1380,360,680,Forward
4506,3364,1318,438,969,4177,3461,1357,470,988,4447,3492,1368,495,1086,4158,3401,1320,474,1063,Forward
2467,731,480,376,1153,2786,731,554,432,1182,3068,740,614,475,1296,2639,729,611,461,1261,Backward
1033,610,526,500,1571,987,559,589,576,1614,1275,551,645,652,1769,926,542,653,651,1720,Backward
970,667,564,649,2082,902,748,634,799,2131,1147,811,715,909,2336,941,774,706,895,2281,Backward
918,702,575,736,2264,971,772,654,868,2330,1161,860,763,988,2569,1076,890,788,979,2506,Backward
1416,939,776,836,2436,1457,968,883,957,2497,1495,1008,968,1052,2751,1396,997,981,1027,2688,Backward
1622,1439,751,817,2601,1641,1546,946,973,2653,1663,1605,1087,1089,2918,1647,1557,1064,1055,2848,Backward
1819,1458,850,861,2650,1854,1547,1022,1011,2697,1871,1588,1133,1112,2982,1901,1537,1098,1066,2928,Backward
1978,1731,839,789,2615,1960,1822,920,895,2665,1930,1872,946,956,2928,1958,1811,870,901,2857,Backward
2123,2077,876,883,2565,2063,2057,919,968,2622,2012,2036,990,1038,2923,2013,1946,963,999,2871,Backward
2698,1952,903,905,2552,2703,1883,986,1035,2603,2711,1856,1069,1122,2873,2745,1777,1048,1079,2813,Backward
3250,2605,995,692,2431,3249,2607,1086,765,2477,3253,2604,1153,826,2745,3246,2527,1162,815,2694,Backward
3710,3010,1154,647,2338,3623,3015,1214,714,2380,3564,3002,1263,792,2634,3604,2914,1254,801,2583,Backward
3595,3422,1481,844,2383,3507,3421,1514,917,2424,3450,3400,1515,958,2696,3545,3309,1442,907,2651,Backward
3160,2610,806,655,2061,3152,2631,808,736,2113,3143,2620,790,800,2352,3169,2557,740,781,2308,Right
3369,2230,882,744,2021,3230,2302,866,765,2076,3128,2334,827,798,2313,3252,2303,752,781,2270,Right
2642,1652,591,714,2103,2605,1718,574,678,2169,2587,1752,577,722,2407,2631,1730,566,733,2356,Right
2520,2127,837,791,2272,2520,2111,798,781,2354,2562,2081,769,823,2614,2533,2007,726,817,2557,Right
4037,4259,1957,1030,2395,4054,4284,2015,958,2464,4060,4273,2047,932,2731,4043,4171,2017,875,2676,Right
5474,3732,2378,1030,2469,5126,3844,2440,1034,2545,4881,3904,2473,1088,2826,5100,3817,2376,1078,2764,Right
4694,3434,2470,1051,2414,4635,3509,2504,1086,2475,4670,3555,2509,1139,2746,4688,3490,2397,1101,2694,Left
4893,3296,2454,1007,2428,4872,3367,2564,1166,2470,4914,3403,2612,1302,2716,4953,3340,2510,1269,2666,Left
5158,2834,2499,930,2495,5013,2837,2653,1092,2536,4935,2825,2756,1207,2799,5019,2758,2700,1158,2748,Left
3813,1401,1759,1029,2488,3601,1483,1855,1168,2539,3573,1538,1917,1260,2802,3666,1524,1872,1203,2747,Left
2734,1468,1070,818,2540,2803,1487,1216,973,2579,2824,1506,1294,1070,2851,2732,1471,1221,1004,2804,Left
1571,1115,862,1011,2790,1605,1111,990,1142,2839,1668,1097,1095,1222,3118,1682,1032,1042,1130,3036,Left
1092,1107,858,829,2698,1052,1238,1020,948,2749,1040,1321,1109,1022,3041,1020,1293,1040,945,2986,Left
1107,823,755,825,2726,1083,907,903,904,2801,1084,1010,1002,977,3099,1080,1048,968,929,3032,Left
1002,778,854,863,2683,957,789,956,918,2757,954,839,1022,978,3071,983,841,955,937,3019,Left
990,751,764,775,2644,1045,880,731,748,2682,1126,1035,785,808,2956,1103,1083,790,815,2894,Left
1262,817,774,758,2736,1248,918,750,714,2811,1259,1096,846,787,3108,1226,1180,847,812,3038,Left
1453,967,681,779,2664,1441,1036,744,771,2722,1409,1086,852,850,2998,1325,1056,830,840,2940,Left
1123,939,675,709,2645,1200,1012,735,732,2741,1265,1073,769,763,3060,1247,1047,730,727,3017,Left
1102,907,656,735,2375,1111,918,690,733,2425,1108,896,690,719,2687,1076,830,622,647,2641,Forward
1553,1224,746,900,2717,1552,1276,792,955,2781,1518,1282,781,964,3085,1461,1204,673,858,3028,Forward
1623,1118,682,896,2786,1660,1168,719,1031,2841,1670,1194,738,1121,3139,1659,1132,669,1058,3074,Forward
1527,1133,679,967,2856,1579,1177,736,1044,2932,1598,1202,767,1113,3261,1591,1137,702,1044,3201,Forward
1469,1366,721,938,2976,1514,1418,747,1023,3025,1569,1441,773,1108,3337,1520,1356,712,1062,3271,Forward
1548,1512,904,1003,3074,1598,1538,984,1128,3128,1702,1532,1011,1261,3436,1691,1414,901,1224,3355,Forward
1001,934,628,859,2686,1101,894,610,923,2733,1234,913,705,1070,2998,1257,894,709,1116,2919,Forward
943,809,499,780,2784,1044,854,555,881,2823,1148,940,671,1014,3098,1139,925,676,1028,3021,Forward
995,905,532,790,2760,1036,1003,609,921,2786,1136,1127,727,1067,3072,1144,1117,697,1070,3009,Forward
1021,842,594,935,2763,1084,914,781,1101,2803,1115,990,905,1268,3087,1074,921,857,1273,3016,Forward
678,751,545,787,2743,706,740,600,824,2827,749,780,670,906,3137,747,737,632,884,3066,Forward
742,759,551,910,2603,762,772,599,941,2671,752,761,628,949,2965,656,656,565,840,2901,Forward
1525,930,514,705,2290,1528,910,511,687,2371,1664,897,505,687,2633,1502,876,476,644,2573,Backward
1596,997,617,597,1867,1591,1033,615,637,1935,1782,1058,616,670,2163,1524,1053,589,636,2121,Backward
1855,1058,467,509,1608,1653,1143,498,599,1651,1910,1197,536,661,1829,1625,1164,524,643,1787,Backward
1867,1241,535,359,1119,1595,1284,559,417,1139,1936,1311,576,452,1264,1641,1285,554,427,1241,Backward
2072,1071,459,184,332,1641,1091,458,188,336,1974,1103,456,191,381,1777,1087,445,191,376,Right
3718,1593,913,342,676,3243,1625,941,357,690,3488,1619,954,366,770,3356,1590,924,349,756,Right
3555,1561,932,340,677,3305,1608,948,350,689,3546,1616,952,356,769,3255,1569,932,345,756,Right
3578,1559,930,337,661,3225,1591,943,344,675,3402,1585,946,349,752,3223,1557,928,340,738,Right
3679,1565,905,341,666,3257,1601,927,346,680,3550,1599,934,350,759,3244,1565,909,345,746,Right
3693,2227,532,496,1022,3285,2330,542,540,1073,3437,2371,546,579,1192,3422,2361,523,579,1168,Right
2480,1558,882,473,1333,1982,1664,1054,476,1382,2205,1748,1190,521,1526,2106,1767,1223,542,1493,Right
2425,1608,871,563,1626,2010,1700,1016,572,1683,2194,1773,1141,621,1865,2023,1775,1187,630,1828,Right
2384,1659,933,654,2077,2043,1772,1070,704,2129,2129,1861,1195,778,2354,2158,1863,1230,786,2303,Right
2229,1661,950,772,2280,1941,1785,1181,857,2318,2044,1892,1357,967,2551,2036,1911,1392,982,2493,Right
2037,1730,1496,911,2604,2127,1849,1578,1019,2626,2214,1948,1657,1149,2883,2173,1971,1627,1134,2825,Right
1728,1168,825,831,2750,1885,1253,918,998,2780,2013,1329,990,1125,3062,1957,1313,965,1085,3014,Right
1469,845,940,835,2684,1575,953,993,946,2703,1645,1063,1009,1041,2972,1549,1056,904,996,2914,Right
1321,847,936,845,2807,1509,1006,1094,1039,2865,1638,1158,1182,1174,3164,1572,1152,1109,1123,3099,Left
1514,1236,979,737,2480,1431,1329,1138,831,2532,1359,1405,1237,923,2826,1377,1377,1194,891,2793,Left
1382,1325,898,706,2508,1550,1385,975,736,2572,1678,1431,1028,817,2870,1762,1382,961,807,2833,Left
1667,1268,1020,854,2744,1575,1225,1050,739,2808,1616,1204,1100,736,3127,1654,1159,1060,739,3084,Left
1483,1229,891,821,2550,1518,1051,820,717,2579,1556,1020,822,731,2861,1547,968,781,715,2832,Left
1386,1241,938,766,2822,1399,1125,851,693,2851,1559,1103,859,737,3108,1582,1094,868,748,3022,Forward
1643,1115,862,788,2767,1628,1117,925,821,2828,1647,1186,1073,915,3094,1702,1192,1122,914,3002,Forward
2770,1092,1054,814,2708,2651,1181,1200,874,2722,2565,1289,1353,956,2941,2547,1295,1349,939,2844,Forward
2717,1185,670,811,2617,2723,1325,943,876,2624,2802,1480,1197,985,2830,2892,1508,1296,991,2730,Forward
2806,1212,717,893,2645,2840,1250,855,991,2712,2866,1275,965,1090,2975,2887,1239,987,1065,2898,Forward
3509,1716,776,860,2480,3361,1759,895,920,2533,3289,1809,987,1018,2787,3517,1786,996,1011,2723,Backward
3649,2370,941,877,2574,3535,2452,1059,964,2622,3565,2519,1142,1084,2873,3570,2493,1123,1083,2794,Backward
4077,2324,1174,1029,2688,4074,2375,1304,1107,2739,4094,2402,1397,1171,3027,4065,2340,1377,1099,2971,Backward
4068,2089,1002,962,2614,4020,2071,1093,1073,2690,4069,2041,1146,1139,3009,4024,1946,1085,1060,2964,Backward
4407,2228,1091,1016,2465,4207,2239,1109,1017,2552,4125,2237,1119,994,2853,4045,2188,1046,879,2801,Backward
4561,1986,1145,919,2543,4632,1961,1161,942,2629,4649,1918,1144,948,2950,4531,1847,1019,851,2909,Backward
3552,1524,1015,954,2577,3443,1555,983,967,2662,3322,1569,925,957,2995,3244,1499,783,839,2955,Backward
2212,1370,825,916,2555,2179,1396,881,972,2632,2114,1397,902,990,2959,2018,1334,793,885,2925,Backward
1628,1095,771,891,2568,1662,1149,848,977,2620,1719,1184,900,1027,2895,1666,1147,831,938,2829,Backward
1579,1153,891,831,2532,1557,1147,919,896,2593,1606,1137,917,933,2883,1540,1089,817,851,2825,Backward
1096,1072,588,846,2759,1088,1162,601,943,2821,1157,1225,620,1022,3139,1123,1202,586,974,3083,Backward
1355,1306,642,851,2750,1312,1399,726,927,2793,1325,1458,792,982,3066,1351,1414,766,929,2984,Backward
